orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type,Associated Clock,Clock Edge
BOTTOM,0,24,12,gfpga_pad_IO_A2F[780],,,,
BOTTOM,0,24,13,gfpga_pad_IO_A2F[781],,,,
BOTTOM,0,24,14,gfpga_pad_IO_A2F[782],,,,
BOTTOM,0,24,15,gfpga_pad_IO_A2F[783],,,,
BOTTOM,0,23,0,gfpga_pad_IO_A2F[784],,,,
BOTTOM,0,23,1,gfpga_pad_IO_A2F[785],,,,
BOTTOM,0,23,2,gfpga_pad_IO_A2F[786],,,,
BOTTOM,0,23,3,gfpga_pad_IO_A2F[787],,,,
BOTTOM,0,23,4,gfpga_pad_IO_A2F[788],,,,
BOTTOM,0,23,5,gfpga_pad_IO_A2F[789],,,,
BOTTOM,0,23,6,gfpga_pad_IO_A2F[790],,,,
BOTTOM,0,23,7,gfpga_pad_IO_A2F[791],,,,
BOTTOM,0,23,8,gfpga_pad_IO_A2F[792],,,,
BOTTOM,0,23,9,gfpga_pad_IO_A2F[793],,,,
BOTTOM,0,23,10,gfpga_pad_IO_A2F[794],,,,
BOTTOM,0,23,11,gfpga_pad_IO_A2F[795],,,,
BOTTOM,0,23,12,gfpga_pad_IO_A2F[796],,,,
BOTTOM,0,23,13,gfpga_pad_IO_A2F[797],,,,
BOTTOM,0,23,14,gfpga_pad_IO_A2F[798],,,,
BOTTOM,0,23,15,gfpga_pad_IO_A2F[799],,,,
BOTTOM,0,22,0,gfpga_pad_IO_A2F[800],,,,
BOTTOM,0,22,1,gfpga_pad_IO_A2F[801],,,,
BOTTOM,0,22,2,gfpga_pad_IO_A2F[802],,,,
BOTTOM,0,22,3,gfpga_pad_IO_A2F[803],,,,
BOTTOM,0,22,4,gfpga_pad_IO_A2F[804],,,,
BOTTOM,0,22,5,gfpga_pad_IO_A2F[805],,,,
BOTTOM,0,22,6,gfpga_pad_IO_A2F[806],,,,
BOTTOM,0,22,7,gfpga_pad_IO_A2F[807],,,,
BOTTOM,0,22,8,gfpga_pad_IO_A2F[808],,,,
BOTTOM,0,22,9,gfpga_pad_IO_A2F[809],,,,
BOTTOM,0,22,10,gfpga_pad_IO_A2F[810],,,,
BOTTOM,0,22,11,gfpga_pad_IO_A2F[811],,,,
BOTTOM,0,22,12,gfpga_pad_IO_A2F[812],,,,
BOTTOM,0,22,13,gfpga_pad_IO_A2F[813],,,,
BOTTOM,0,22,14,gfpga_pad_IO_A2F[814],,,,
BOTTOM,0,22,15,gfpga_pad_IO_A2F[815],,,,
BOTTOM,0,21,0,gfpga_pad_IO_A2F[816],,,,
BOTTOM,0,21,1,gfpga_pad_IO_A2F[817],,,,
BOTTOM,0,21,2,gfpga_pad_IO_A2F[818],,,,
BOTTOM,0,21,3,gfpga_pad_IO_A2F[819],,,,
BOTTOM,0,21,4,gfpga_pad_IO_A2F[820],,,,
BOTTOM,0,21,5,gfpga_pad_IO_A2F[821],,,,
BOTTOM,0,21,6,gfpga_pad_IO_A2F[822],,,,
BOTTOM,0,21,7,gfpga_pad_IO_A2F[823],,,,
BOTTOM,0,21,8,gfpga_pad_IO_A2F[824],,,,
BOTTOM,0,21,9,gfpga_pad_IO_A2F[825],,,,
BOTTOM,0,21,10,gfpga_pad_IO_A2F[826],,,,
BOTTOM,0,21,11,gfpga_pad_IO_A2F[827],,,,
BOTTOM,0,21,12,gfpga_pad_IO_A2F[828],,,,
BOTTOM,0,21,13,gfpga_pad_IO_A2F[829],,,,
BOTTOM,0,21,14,gfpga_pad_IO_A2F[830],,,,
BOTTOM,0,21,15,gfpga_pad_IO_A2F[831],,,,
BOTTOM,0,20,0,gfpga_pad_IO_A2F[832],,,,
BOTTOM,0,20,1,gfpga_pad_IO_A2F[833],,,,
BOTTOM,0,20,2,gfpga_pad_IO_A2F[834],,,,
BOTTOM,0,20,3,gfpga_pad_IO_A2F[835],,,,
BOTTOM,0,20,4,gfpga_pad_IO_A2F[836],,,,
BOTTOM,0,20,5,gfpga_pad_IO_A2F[837],,,,
BOTTOM,0,20,6,gfpga_pad_IO_A2F[838],,,,
BOTTOM,0,20,7,gfpga_pad_IO_A2F[839],,,,
BOTTOM,0,20,8,gfpga_pad_IO_A2F[840],,,,
BOTTOM,0,20,9,gfpga_pad_IO_A2F[841],,,,
BOTTOM,0,20,10,gfpga_pad_IO_A2F[842],,,,
BOTTOM,0,20,11,gfpga_pad_IO_A2F[843],,,,
BOTTOM,0,20,12,gfpga_pad_IO_A2F[844],,,,
BOTTOM,0,20,13,gfpga_pad_IO_A2F[845],,,,
BOTTOM,0,20,14,gfpga_pad_IO_A2F[846],,,,
BOTTOM,0,20,15,gfpga_pad_IO_A2F[847],,,,
BOTTOM,0,19,0,gfpga_pad_IO_A2F[848],,,,
BOTTOM,0,19,1,gfpga_pad_IO_A2F[849],,,,
BOTTOM,0,19,2,gfpga_pad_IO_A2F[850],,,,
BOTTOM,0,19,3,gfpga_pad_IO_A2F[851],,,,
BOTTOM,0,19,4,gfpga_pad_IO_A2F[852],,,,
BOTTOM,0,19,5,gfpga_pad_IO_A2F[853],,,,
BOTTOM,0,19,6,gfpga_pad_IO_A2F[854],,,,
BOTTOM,0,19,7,gfpga_pad_IO_A2F[855],,,,
BOTTOM,0,19,8,gfpga_pad_IO_A2F[856],,,,
BOTTOM,0,19,9,gfpga_pad_IO_A2F[857],,,,
BOTTOM,0,19,10,gfpga_pad_IO_A2F[858],,,,
BOTTOM,0,19,11,gfpga_pad_IO_A2F[859],,,,
BOTTOM,0,19,12,gfpga_pad_IO_A2F[860],,,,
BOTTOM,0,19,13,gfpga_pad_IO_A2F[861],,,,
BOTTOM,0,19,14,gfpga_pad_IO_A2F[862],,,,
BOTTOM,0,19,15,gfpga_pad_IO_A2F[863],,,,
BOTTOM,0,18,0,gfpga_pad_IO_A2F[864],,,,
BOTTOM,0,18,1,gfpga_pad_IO_A2F[865],,,,
BOTTOM,0,18,2,gfpga_pad_IO_A2F[866],,,,
BOTTOM,0,18,3,gfpga_pad_IO_A2F[867],,,,
BOTTOM,0,18,4,gfpga_pad_IO_A2F[868],,,,
BOTTOM,0,18,5,gfpga_pad_IO_A2F[869],,,,
BOTTOM,0,18,6,gfpga_pad_IO_A2F[870],,,,
BOTTOM,0,18,7,gfpga_pad_IO_A2F[871],,,,
BOTTOM,0,18,8,gfpga_pad_IO_A2F[872],,,,
BOTTOM,0,18,9,gfpga_pad_IO_A2F[873],,,,
BOTTOM,0,18,10,gfpga_pad_IO_A2F[874],,,,
BOTTOM,0,18,11,gfpga_pad_IO_A2F[875],,,,
BOTTOM,0,18,12,gfpga_pad_IO_A2F[876],,,,
BOTTOM,0,18,13,gfpga_pad_IO_A2F[877],,,,
BOTTOM,0,18,14,gfpga_pad_IO_A2F[878],,,,
BOTTOM,0,18,15,gfpga_pad_IO_A2F[879],,,,
BOTTOM,0,17,0,gfpga_pad_IO_A2F[880],,,,
BOTTOM,0,17,1,gfpga_pad_IO_A2F[881],,,,
BOTTOM,0,17,2,gfpga_pad_IO_A2F[882],,,,
BOTTOM,0,17,3,gfpga_pad_IO_A2F[883],,,,
BOTTOM,0,17,4,gfpga_pad_IO_A2F[884],,,,
BOTTOM,0,17,5,gfpga_pad_IO_A2F[885],,,,
BOTTOM,0,17,6,gfpga_pad_IO_A2F[886],,,,
BOTTOM,0,17,7,gfpga_pad_IO_A2F[887],,,,
BOTTOM,0,17,8,gfpga_pad_IO_A2F[888],,,,
BOTTOM,0,17,9,gfpga_pad_IO_A2F[889],,,,
BOTTOM,0,17,10,gfpga_pad_IO_A2F[890],,,,
BOTTOM,0,17,11,gfpga_pad_IO_A2F[891],,,,
BOTTOM,0,17,12,gfpga_pad_IO_A2F[892],,,,
BOTTOM,0,17,13,gfpga_pad_IO_A2F[893],,,,
BOTTOM,0,17,14,gfpga_pad_IO_A2F[894],,,,
BOTTOM,0,17,15,gfpga_pad_IO_A2F[895],,,,
BOTTOM,0,16,0,gfpga_pad_IO_A2F[896],,,,
BOTTOM,0,16,1,gfpga_pad_IO_A2F[897],,,,
BOTTOM,0,16,2,gfpga_pad_IO_A2F[898],,,,
BOTTOM,0,16,3,gfpga_pad_IO_A2F[899],,,,
BOTTOM,0,16,4,gfpga_pad_IO_A2F[900],,,,
BOTTOM,0,16,5,gfpga_pad_IO_A2F[901],,,,
BOTTOM,0,16,6,gfpga_pad_IO_A2F[902],,,,
BOTTOM,0,16,7,gfpga_pad_IO_A2F[903],,,,
BOTTOM,0,16,8,gfpga_pad_IO_A2F[904],,,,
BOTTOM,0,16,9,gfpga_pad_IO_A2F[905],,,,
BOTTOM,0,16,10,gfpga_pad_IO_A2F[906],,,,
BOTTOM,0,16,11,gfpga_pad_IO_A2F[907],,,,
BOTTOM,0,16,12,gfpga_pad_IO_A2F[908],,,,
BOTTOM,0,16,13,gfpga_pad_IO_A2F[909],,,,
BOTTOM,0,16,14,gfpga_pad_IO_A2F[910],,,,
BOTTOM,0,16,15,gfpga_pad_IO_A2F[911],,,,
BOTTOM,0,15,0,gfpga_pad_IO_A2F[912],,,,
BOTTOM,0,15,1,gfpga_pad_IO_A2F[913],,,,
BOTTOM,0,15,2,gfpga_pad_IO_A2F[914],,,,
BOTTOM,0,15,3,gfpga_pad_IO_A2F[915],,,,
BOTTOM,0,15,4,gfpga_pad_IO_A2F[916],,,,
BOTTOM,0,15,5,gfpga_pad_IO_A2F[917],,,,
BOTTOM,0,15,6,gfpga_pad_IO_A2F[918],,,,
BOTTOM,0,15,7,gfpga_pad_IO_A2F[919],,,,
BOTTOM,0,15,8,gfpga_pad_IO_A2F[920],,,,
BOTTOM,0,15,9,gfpga_pad_IO_A2F[921],,,,
BOTTOM,0,15,10,gfpga_pad_IO_A2F[922],,,,
BOTTOM,0,15,11,gfpga_pad_IO_A2F[923],,,,
BOTTOM,0,15,12,gfpga_pad_IO_A2F[924],,,,
BOTTOM,0,15,13,gfpga_pad_IO_A2F[925],,,,
BOTTOM,0,15,14,gfpga_pad_IO_A2F[926],,,,
BOTTOM,0,15,15,gfpga_pad_IO_A2F[927],,,,
BOTTOM,0,14,0,gfpga_pad_IO_A2F[928],,,,
BOTTOM,0,14,1,gfpga_pad_IO_A2F[929],,,,
BOTTOM,0,14,2,gfpga_pad_IO_A2F[930],,,,
BOTTOM,0,14,3,gfpga_pad_IO_A2F[931],,,,
BOTTOM,0,14,4,gfpga_pad_IO_A2F[932],,,,
BOTTOM,0,14,5,gfpga_pad_IO_A2F[933],,,,
BOTTOM,0,14,6,gfpga_pad_IO_A2F[934],,,,
BOTTOM,0,14,7,gfpga_pad_IO_A2F[935],,,,
BOTTOM,0,14,8,gfpga_pad_IO_A2F[936],,,,
BOTTOM,0,14,9,gfpga_pad_IO_A2F[937],,,,
BOTTOM,0,14,10,gfpga_pad_IO_A2F[938],,,,
BOTTOM,0,14,11,gfpga_pad_IO_A2F[939],,,,
BOTTOM,0,14,12,gfpga_pad_IO_A2F[940],,,,
BOTTOM,0,14,13,gfpga_pad_IO_A2F[941],,,,
BOTTOM,0,14,14,gfpga_pad_IO_A2F[942],,,,
BOTTOM,0,14,15,gfpga_pad_IO_A2F[943],,,,
BOTTOM,0,13,0,gfpga_pad_IO_A2F[944],,,,
BOTTOM,0,13,1,gfpga_pad_IO_A2F[945],,,,
BOTTOM,0,13,2,gfpga_pad_IO_A2F[946],,,,
BOTTOM,0,13,3,gfpga_pad_IO_A2F[947],,,,
BOTTOM,0,13,4,gfpga_pad_IO_A2F[948],,,,
BOTTOM,0,13,5,gfpga_pad_IO_A2F[949],,,,
BOTTOM,0,13,6,gfpga_pad_IO_A2F[950],,,,
BOTTOM,0,13,7,gfpga_pad_IO_A2F[951],,,,
BOTTOM,0,13,8,gfpga_pad_IO_A2F[952],,,,
BOTTOM,0,13,9,gfpga_pad_IO_A2F[953],,,,
BOTTOM,0,13,10,gfpga_pad_IO_A2F[954],,,,
BOTTOM,0,13,11,gfpga_pad_IO_A2F[955],,,,
BOTTOM,0,13,12,gfpga_pad_IO_A2F[956],,,,
BOTTOM,0,13,13,gfpga_pad_IO_A2F[957],,,,
BOTTOM,0,13,14,gfpga_pad_IO_A2F[958],,,,
BOTTOM,0,13,15,gfpga_pad_IO_A2F[959],,,,
BOTTOM,0,12,0,gfpga_pad_IO_A2F[960],,,,
BOTTOM,0,12,1,gfpga_pad_IO_A2F[961],,,,
BOTTOM,0,12,2,gfpga_pad_IO_A2F[962],,,,
BOTTOM,0,12,3,gfpga_pad_IO_A2F[963],,,,
BOTTOM,0,12,4,gfpga_pad_IO_A2F[964],,,,
BOTTOM,0,12,5,gfpga_pad_IO_A2F[965],,,,
BOTTOM,0,12,6,gfpga_pad_IO_A2F[966],,,,
BOTTOM,0,12,7,gfpga_pad_IO_A2F[967],,,,
BOTTOM,0,12,8,gfpga_pad_IO_A2F[968],,,,
BOTTOM,0,12,9,gfpga_pad_IO_A2F[969],,,,
BOTTOM,0,12,10,gfpga_pad_IO_A2F[970],,,,
BOTTOM,0,12,11,gfpga_pad_IO_A2F[971],,,,
BOTTOM,0,12,12,gfpga_pad_IO_A2F[972],,,,
BOTTOM,0,12,13,gfpga_pad_IO_A2F[973],,,,
BOTTOM,0,12,14,gfpga_pad_IO_A2F[974],,,,
BOTTOM,0,12,15,gfpga_pad_IO_A2F[975],,,,
BOTTOM,0,11,0,gfpga_pad_IO_A2F[976],,,,
BOTTOM,0,11,1,gfpga_pad_IO_A2F[977],,,,
BOTTOM,0,11,2,gfpga_pad_IO_A2F[978],,,,
BOTTOM,0,11,3,gfpga_pad_IO_A2F[979],,,,
BOTTOM,0,11,4,gfpga_pad_IO_A2F[980],,,,
BOTTOM,0,11,5,gfpga_pad_IO_A2F[981],,,,
BOTTOM,0,11,6,gfpga_pad_IO_A2F[982],,,,
BOTTOM,0,11,7,gfpga_pad_IO_A2F[983],,,,
BOTTOM,0,11,8,gfpga_pad_IO_A2F[984],,,,
BOTTOM,0,11,9,gfpga_pad_IO_A2F[985],,,,
BOTTOM,0,11,10,gfpga_pad_IO_A2F[986],,,,
BOTTOM,0,11,11,gfpga_pad_IO_A2F[987],,,,
BOTTOM,0,11,12,gfpga_pad_IO_A2F[988],,,,
BOTTOM,0,11,13,gfpga_pad_IO_A2F[989],,,,
BOTTOM,0,11,14,gfpga_pad_IO_A2F[990],,,,
BOTTOM,0,11,15,gfpga_pad_IO_A2F[991],,,,
BOTTOM,0,10,0,gfpga_pad_IO_A2F[992],,,,
BOTTOM,0,10,1,gfpga_pad_IO_A2F[993],,,,
BOTTOM,0,10,2,gfpga_pad_IO_A2F[994],,,,
BOTTOM,0,10,3,gfpga_pad_IO_A2F[995],,,,
BOTTOM,0,10,4,gfpga_pad_IO_A2F[996],,,,
BOTTOM,0,10,5,gfpga_pad_IO_A2F[997],,,,
BOTTOM,0,10,6,gfpga_pad_IO_A2F[998],,,,
BOTTOM,0,10,7,gfpga_pad_IO_A2F[999],,,,
BOTTOM,0,10,8,gfpga_pad_IO_A2F[1000],,,,
BOTTOM,0,10,9,gfpga_pad_IO_A2F[1001],,,,
BOTTOM,0,10,10,gfpga_pad_IO_A2F[1002],,,,
BOTTOM,0,10,11,gfpga_pad_IO_A2F[1003],,,,
BOTTOM,0,10,12,gfpga_pad_IO_A2F[1004],,,,
BOTTOM,0,10,13,gfpga_pad_IO_A2F[1005],,,,
BOTTOM,0,10,14,gfpga_pad_IO_A2F[1006],,,,
BOTTOM,0,10,15,gfpga_pad_IO_A2F[1007],,,,
BOTTOM,0,9,0,gfpga_pad_IO_A2F[1008],,,,
BOTTOM,0,9,1,gfpga_pad_IO_A2F[1009],,,,
BOTTOM,0,9,2,gfpga_pad_IO_A2F[1010],,,,
BOTTOM,0,9,3,gfpga_pad_IO_A2F[1011],,,,
BOTTOM,0,9,4,gfpga_pad_IO_A2F[1012],,,,
BOTTOM,0,9,5,gfpga_pad_IO_A2F[1013],,,,
BOTTOM,0,9,6,gfpga_pad_IO_A2F[1014],,,,
BOTTOM,0,9,7,gfpga_pad_IO_A2F[1015],,,,
BOTTOM,0,9,8,gfpga_pad_IO_A2F[1016],,,,
BOTTOM,0,9,9,gfpga_pad_IO_A2F[1017],,,,
BOTTOM,0,9,10,gfpga_pad_IO_A2F[1018],,,,
BOTTOM,0,9,11,gfpga_pad_IO_A2F[1019],,,,
BOTTOM,0,9,12,gfpga_pad_IO_A2F[1020],,,,
BOTTOM,0,9,13,gfpga_pad_IO_A2F[1021],,,,
BOTTOM,0,9,14,gfpga_pad_IO_A2F[1022],,,,
BOTTOM,0,9,15,gfpga_pad_IO_A2F[1023],,,,
BOTTOM,0,8,0,gfpga_pad_IO_A2F[1024],,,,
BOTTOM,0,8,1,gfpga_pad_IO_A2F[1025],,,,
BOTTOM,0,8,2,gfpga_pad_IO_A2F[1026],,,,
BOTTOM,0,8,3,gfpga_pad_IO_A2F[1027],,,,
BOTTOM,0,8,4,gfpga_pad_IO_A2F[1028],,,,
BOTTOM,0,8,5,gfpga_pad_IO_A2F[1029],,,,
BOTTOM,0,8,6,gfpga_pad_IO_A2F[1030],,,,
BOTTOM,0,8,7,gfpga_pad_IO_A2F[1031],,,,
BOTTOM,0,8,8,gfpga_pad_IO_A2F[1032],,,,
BOTTOM,0,8,9,gfpga_pad_IO_A2F[1033],,,,
BOTTOM,0,8,10,gfpga_pad_IO_A2F[1034],,,,
BOTTOM,0,8,11,gfpga_pad_IO_A2F[1035],,,,
BOTTOM,0,8,12,gfpga_pad_IO_A2F[1036],,,,
BOTTOM,0,8,13,gfpga_pad_IO_A2F[1037],,,,
BOTTOM,0,8,14,gfpga_pad_IO_A2F[1038],,,,
BOTTOM,0,8,15,gfpga_pad_IO_A2F[1039],,,,
BOTTOM,0,7,0,gfpga_pad_IO_A2F[1040],,,,
BOTTOM,0,7,1,gfpga_pad_IO_A2F[1041],,,,
BOTTOM,0,7,2,gfpga_pad_IO_A2F[1042],,,,
BOTTOM,0,7,3,gfpga_pad_IO_A2F[1043],,,,
BOTTOM,0,7,4,gfpga_pad_IO_A2F[1044],,,,
BOTTOM,0,7,5,gfpga_pad_IO_A2F[1045],,,,
BOTTOM,0,7,6,gfpga_pad_IO_A2F[1046],,,,
BOTTOM,0,7,7,gfpga_pad_IO_A2F[1047],,,,
BOTTOM,0,7,8,gfpga_pad_IO_A2F[1048],,,,
BOTTOM,0,7,9,gfpga_pad_IO_A2F[1049],,,,
BOTTOM,0,7,10,gfpga_pad_IO_A2F[1050],,,,
BOTTOM,0,7,11,gfpga_pad_IO_A2F[1051],,,,
BOTTOM,0,7,12,gfpga_pad_IO_A2F[1052],,,,
BOTTOM,0,7,13,gfpga_pad_IO_A2F[1053],,,,
BOTTOM,0,7,14,gfpga_pad_IO_A2F[1054],,,,
BOTTOM,0,7,15,gfpga_pad_IO_A2F[1055],,,,
BOTTOM,0,6,0,gfpga_pad_IO_A2F[1056],,,,
BOTTOM,0,6,1,gfpga_pad_IO_A2F[1057],,,,
BOTTOM,0,6,2,gfpga_pad_IO_A2F[1058],,,,
BOTTOM,0,6,3,gfpga_pad_IO_A2F[1059],,,,
BOTTOM,0,6,4,gfpga_pad_IO_A2F[1060],,,,
BOTTOM,0,6,5,gfpga_pad_IO_A2F[1061],,,,
BOTTOM,0,6,6,gfpga_pad_IO_A2F[1062],,,,
BOTTOM,0,6,7,gfpga_pad_IO_A2F[1063],,,,
BOTTOM,0,6,8,gfpga_pad_IO_A2F[1064],,,,
BOTTOM,0,6,9,gfpga_pad_IO_A2F[1065],,,,
BOTTOM,0,6,10,gfpga_pad_IO_A2F[1066],,,,
BOTTOM,0,6,11,gfpga_pad_IO_A2F[1067],,,,
BOTTOM,0,6,12,gfpga_pad_IO_A2F[1068],,,,
BOTTOM,0,6,13,gfpga_pad_IO_A2F[1069],,,,
BOTTOM,0,6,14,gfpga_pad_IO_A2F[1070],,,,
BOTTOM,0,6,15,gfpga_pad_IO_A2F[1071],,,,
BOTTOM,0,5,0,gfpga_pad_IO_A2F[1072],,,,
BOTTOM,0,5,1,gfpga_pad_IO_A2F[1073],,,,
BOTTOM,0,5,2,gfpga_pad_IO_A2F[1074],,,,
BOTTOM,0,5,3,gfpga_pad_IO_A2F[1075],,,,
BOTTOM,0,5,4,gfpga_pad_IO_A2F[1076],,,,
BOTTOM,0,5,5,gfpga_pad_IO_A2F[1077],,,,
BOTTOM,0,5,6,gfpga_pad_IO_A2F[1078],,,,
BOTTOM,0,5,7,gfpga_pad_IO_A2F[1079],,,,
BOTTOM,0,5,8,gfpga_pad_IO_A2F[1080],,,,
BOTTOM,0,5,9,gfpga_pad_IO_A2F[1081],,,,
BOTTOM,0,5,10,gfpga_pad_IO_A2F[1082],,,,
BOTTOM,0,5,11,gfpga_pad_IO_A2F[1083],,,,
BOTTOM,0,5,12,gfpga_pad_IO_A2F[1084],,,,
BOTTOM,0,5,13,gfpga_pad_IO_A2F[1085],,,,
BOTTOM,0,5,14,gfpga_pad_IO_A2F[1086],,,,
BOTTOM,0,5,15,gfpga_pad_IO_A2F[1087],,,,
BOTTOM,0,4,0,gfpga_pad_IO_A2F[1088],,,,
BOTTOM,0,4,1,gfpga_pad_IO_A2F[1089],,,,
BOTTOM,0,4,2,gfpga_pad_IO_A2F[1090],,,,
BOTTOM,0,4,3,gfpga_pad_IO_A2F[1091],,,,
BOTTOM,0,4,4,gfpga_pad_IO_A2F[1092],,,,
BOTTOM,0,4,5,gfpga_pad_IO_A2F[1093],,,,
BOTTOM,0,4,6,gfpga_pad_IO_A2F[1094],,,,
BOTTOM,0,4,7,gfpga_pad_IO_A2F[1095],,,,
BOTTOM,0,4,8,gfpga_pad_IO_A2F[1096],,,,
BOTTOM,0,4,9,gfpga_pad_IO_A2F[1097],,,,
BOTTOM,0,4,10,gfpga_pad_IO_A2F[1098],,,,
BOTTOM,0,4,11,gfpga_pad_IO_A2F[1099],,,,
BOTTOM,0,4,12,gfpga_pad_IO_A2F[1100],,,,
BOTTOM,0,4,13,gfpga_pad_IO_A2F[1101],,,,
BOTTOM,0,4,14,gfpga_pad_IO_A2F[1102],,,,
BOTTOM,0,4,15,gfpga_pad_IO_A2F[1103],,,,
BOTTOM,0,3,0,gfpga_pad_IO_A2F[1104],,,,
BOTTOM,0,3,1,gfpga_pad_IO_A2F[1105],,,,
BOTTOM,0,3,2,gfpga_pad_IO_A2F[1106],,,,
BOTTOM,0,3,3,gfpga_pad_IO_A2F[1107],,,,
BOTTOM,0,3,4,gfpga_pad_IO_A2F[1108],,,,
BOTTOM,0,3,5,gfpga_pad_IO_A2F[1109],,,,
BOTTOM,0,3,6,gfpga_pad_IO_A2F[1110],,,,
BOTTOM,0,3,7,gfpga_pad_IO_A2F[1111],,,,
BOTTOM,0,3,8,gfpga_pad_IO_A2F[1112],,,,
BOTTOM,0,3,9,gfpga_pad_IO_A2F[1113],,,,
BOTTOM,0,3,10,gfpga_pad_IO_A2F[1114],,,,
BOTTOM,0,3,11,gfpga_pad_IO_A2F[1115],,,,
BOTTOM,0,3,12,gfpga_pad_IO_A2F[1116],,,,
BOTTOM,0,3,13,gfpga_pad_IO_A2F[1117],,,,
BOTTOM,0,3,14,gfpga_pad_IO_A2F[1118],,,,
BOTTOM,0,3,15,gfpga_pad_IO_A2F[1119],,,,
BOTTOM,0,2,0,gfpga_pad_IO_A2F[1120],,,,
BOTTOM,0,2,1,gfpga_pad_IO_A2F[1121],,,,
BOTTOM,0,2,2,gfpga_pad_IO_A2F[1122],,,,
BOTTOM,0,2,3,gfpga_pad_IO_A2F[1123],,,,
BOTTOM,0,2,4,gfpga_pad_IO_A2F[1124],,,,
BOTTOM,0,2,5,gfpga_pad_IO_A2F[1125],,,,
BOTTOM,0,2,6,gfpga_pad_IO_A2F[1126],,,,
BOTTOM,0,2,7,gfpga_pad_IO_A2F[1127],,,,
BOTTOM,0,2,8,gfpga_pad_IO_A2F[1128],,,,
BOTTOM,0,2,9,gfpga_pad_IO_A2F[1129],,,,
BOTTOM,0,2,10,gfpga_pad_IO_A2F[1130],,,,
BOTTOM,0,2,11,gfpga_pad_IO_A2F[1131],,,,
BOTTOM,0,2,12,gfpga_pad_IO_A2F[1132],,,,
BOTTOM,0,2,13,gfpga_pad_IO_A2F[1133],,,,
BOTTOM,0,2,14,gfpga_pad_IO_A2F[1134],,,,
BOTTOM,0,2,15,gfpga_pad_IO_A2F[1135],,,,
BOTTOM,0,1,0,gfpga_pad_IO_A2F[1136],,,,
BOTTOM,0,1,1,gfpga_pad_IO_A2F[1137],,,,
BOTTOM,0,1,2,gfpga_pad_IO_A2F[1138],,,,
BOTTOM,0,1,3,gfpga_pad_IO_A2F[1139],,,,
BOTTOM,0,1,4,gfpga_pad_IO_A2F[1140],,,,
BOTTOM,0,1,5,gfpga_pad_IO_A2F[1141],,,,
BOTTOM,0,1,6,gfpga_pad_IO_A2F[1142],,,,
BOTTOM,0,1,7,gfpga_pad_IO_A2F[1143],,,,
BOTTOM,0,1,8,gfpga_pad_IO_A2F[1144],,,,
BOTTOM,0,1,9,gfpga_pad_IO_A2F[1145],,,,
BOTTOM,0,1,10,gfpga_pad_IO_A2F[1146],,,,
BOTTOM,0,1,11,gfpga_pad_IO_A2F[1147],,,,
BOTTOM,0,1,12,gfpga_pad_IO_A2F[1148],,,,
BOTTOM,0,1,13,gfpga_pad_IO_A2F[1149],,,,
BOTTOM,0,1,14,gfpga_pad_IO_A2F[1150],,,,
BOTTOM,0,1,15,gfpga_pad_IO_A2F[1151],,,,
LEFT,1,0,0,gfpga_pad_IO_A2F[1152],,,,
LEFT,1,0,1,gfpga_pad_IO_A2F[1153],,,,
