orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type,Associated Clock,Clock Edge
LEFT,1,0,2,gfpga_pad_IO_A2F[1154],,,,
LEFT,1,0,3,gfpga_pad_IO_A2F[1155],,,,
LEFT,1,0,4,gfpga_pad_IO_A2F[1156],,,,
LEFT,1,0,5,gfpga_pad_IO_A2F[1157],,,,
LEFT,1,0,6,gfpga_pad_IO_A2F[1158],,,,
LEFT,1,0,7,gfpga_pad_IO_A2F[1159],,,,
LEFT,1,0,8,gfpga_pad_IO_A2F[1160],,,,
LEFT,1,0,9,gfpga_pad_IO_A2F[1161],,,,
LEFT,1,0,10,gfpga_pad_IO_A2F[1162],,,,
LEFT,1,0,11,gfpga_pad_IO_A2F[1163],,,,
LEFT,1,0,12,gfpga_pad_IO_A2F[1164],,,,
LEFT,1,0,13,gfpga_pad_IO_A2F[1165],,,,
LEFT,1,0,14,gfpga_pad_IO_A2F[1166],,,,
LEFT,1,0,15,gfpga_pad_IO_A2F[1167],,,,
LEFT,2,0,0,gfpga_pad_IO_A2F[1168],,,,
LEFT,2,0,1,gfpga_pad_IO_A2F[1169],,,,
LEFT,2,0,2,gfpga_pad_IO_A2F[1170],,,,
LEFT,2,0,3,gfpga_pad_IO_A2F[1171],,,,
LEFT,2,0,4,gfpga_pad_IO_A2F[1172],,,,
LEFT,2,0,5,gfpga_pad_IO_A2F[1173],,,,
LEFT,2,0,6,gfpga_pad_IO_A2F[1174],,,,
LEFT,2,0,7,gfpga_pad_IO_A2F[1175],,,,
LEFT,2,0,8,gfpga_pad_IO_A2F[1176],,,,
LEFT,2,0,9,gfpga_pad_IO_A2F[1177],,,,
LEFT,2,0,10,gfpga_pad_IO_A2F[1178],,,,
LEFT,2,0,11,gfpga_pad_IO_A2F[1179],,,,
LEFT,2,0,12,gfpga_pad_IO_A2F[1180],,,,
LEFT,2,0,13,gfpga_pad_IO_A2F[1181],,,,
LEFT,2,0,14,gfpga_pad_IO_A2F[1182],,,,
LEFT,2,0,15,gfpga_pad_IO_A2F[1183],,,,
LEFT,3,0,0,gfpga_pad_IO_A2F[1184],,,,
LEFT,3,0,1,gfpga_pad_IO_A2F[1185],,,,
LEFT,3,0,2,gfpga_pad_IO_A2F[1186],,,,
LEFT,3,0,3,gfpga_pad_IO_A2F[1187],,,,
LEFT,3,0,4,gfpga_pad_IO_A2F[1188],,,,
LEFT,3,0,5,gfpga_pad_IO_A2F[1189],,,,
LEFT,3,0,6,gfpga_pad_IO_A2F[1190],,,,
LEFT,3,0,7,gfpga_pad_IO_A2F[1191],,,,
LEFT,3,0,8,gfpga_pad_IO_A2F[1192],,,,
LEFT,3,0,9,gfpga_pad_IO_A2F[1193],,,,
LEFT,3,0,10,gfpga_pad_IO_A2F[1194],,,,
LEFT,3,0,11,gfpga_pad_IO_A2F[1195],,,,
LEFT,3,0,12,gfpga_pad_IO_A2F[1196],,,,
LEFT,3,0,13,gfpga_pad_IO_A2F[1197],,,,
LEFT,3,0,14,gfpga_pad_IO_A2F[1198],,,,
LEFT,3,0,15,gfpga_pad_IO_A2F[1199],,,,
LEFT,4,0,0,gfpga_pad_IO_A2F[1200],,,,
LEFT,4,0,1,gfpga_pad_IO_A2F[1201],,,,
LEFT,4,0,2,gfpga_pad_IO_A2F[1202],,,,
LEFT,4,0,3,gfpga_pad_IO_A2F[1203],,,,
LEFT,4,0,4,gfpga_pad_IO_A2F[1204],,,,
LEFT,4,0,5,gfpga_pad_IO_A2F[1205],,,,
LEFT,4,0,6,gfpga_pad_IO_A2F[1206],,,,
LEFT,4,0,7,gfpga_pad_IO_A2F[1207],,,,
LEFT,4,0,8,gfpga_pad_IO_A2F[1208],,,,
LEFT,4,0,9,gfpga_pad_IO_A2F[1209],,,,
LEFT,4,0,10,gfpga_pad_IO_A2F[1210],,,,
LEFT,4,0,11,gfpga_pad_IO_A2F[1211],,,,
LEFT,4,0,12,gfpga_pad_IO_A2F[1212],,,,
LEFT,4,0,13,gfpga_pad_IO_A2F[1213],,,,
LEFT,4,0,14,gfpga_pad_IO_A2F[1214],,,,
LEFT,4,0,15,gfpga_pad_IO_A2F[1215],,,,
LEFT,5,0,0,gfpga_pad_IO_A2F[1216],,,,
LEFT,5,0,1,gfpga_pad_IO_A2F[1217],,,,
LEFT,5,0,2,gfpga_pad_IO_A2F[1218],,,,
LEFT,5,0,3,gfpga_pad_IO_A2F[1219],,,,
LEFT,5,0,4,gfpga_pad_IO_A2F[1220],,,,
LEFT,5,0,5,gfpga_pad_IO_A2F[1221],,,,
LEFT,5,0,6,gfpga_pad_IO_A2F[1222],,,,
LEFT,5,0,7,gfpga_pad_IO_A2F[1223],,,,
LEFT,5,0,8,gfpga_pad_IO_A2F[1224],,,,
LEFT,5,0,9,gfpga_pad_IO_A2F[1225],,,,
LEFT,5,0,10,gfpga_pad_IO_A2F[1226],,,,
LEFT,5,0,11,gfpga_pad_IO_A2F[1227],,,,
LEFT,5,0,12,gfpga_pad_IO_A2F[1228],,,,
LEFT,5,0,13,gfpga_pad_IO_A2F[1229],,,,
LEFT,5,0,14,gfpga_pad_IO_A2F[1230],,,,
LEFT,5,0,15,gfpga_pad_IO_A2F[1231],,,,
LEFT,6,0,0,gfpga_pad_IO_A2F[1232],,,,
LEFT,6,0,1,gfpga_pad_IO_A2F[1233],,,,
LEFT,6,0,2,gfpga_pad_IO_A2F[1234],,,,
LEFT,6,0,3,gfpga_pad_IO_A2F[1235],,,,
LEFT,6,0,4,gfpga_pad_IO_A2F[1236],,,,
LEFT,6,0,5,gfpga_pad_IO_A2F[1237],,,,
LEFT,6,0,6,gfpga_pad_IO_A2F[1238],,,,
LEFT,6,0,7,gfpga_pad_IO_A2F[1239],,,,
LEFT,6,0,8,gfpga_pad_IO_A2F[1240],,,,
LEFT,6,0,9,gfpga_pad_IO_A2F[1241],,,,
LEFT,6,0,10,gfpga_pad_IO_A2F[1242],,,,
LEFT,6,0,11,gfpga_pad_IO_A2F[1243],,,,
LEFT,6,0,12,gfpga_pad_IO_A2F[1244],,,,
LEFT,6,0,13,gfpga_pad_IO_A2F[1245],,,,
LEFT,6,0,14,gfpga_pad_IO_A2F[1246],,,,
LEFT,6,0,15,gfpga_pad_IO_A2F[1247],,,,
LEFT,7,0,0,gfpga_pad_IO_A2F[1248],,,,
LEFT,7,0,1,gfpga_pad_IO_A2F[1249],,,,
LEFT,7,0,2,gfpga_pad_IO_A2F[1250],,,,
LEFT,7,0,3,gfpga_pad_IO_A2F[1251],,,,
LEFT,7,0,4,gfpga_pad_IO_A2F[1252],,,,
LEFT,7,0,5,gfpga_pad_IO_A2F[1253],,,,
LEFT,7,0,6,gfpga_pad_IO_A2F[1254],,,,
LEFT,7,0,7,gfpga_pad_IO_A2F[1255],,,,
LEFT,7,0,8,gfpga_pad_IO_A2F[1256],,,,
LEFT,7,0,9,gfpga_pad_IO_A2F[1257],,,,
LEFT,7,0,10,gfpga_pad_IO_A2F[1258],,,,
LEFT,7,0,11,gfpga_pad_IO_A2F[1259],,,,
LEFT,7,0,12,gfpga_pad_IO_A2F[1260],,,,
LEFT,7,0,13,gfpga_pad_IO_A2F[1261],,,,
LEFT,7,0,14,gfpga_pad_IO_A2F[1262],,,,
LEFT,7,0,15,gfpga_pad_IO_A2F[1263],,,,
LEFT,8,0,0,gfpga_pad_IO_A2F[1264],,,,
LEFT,8,0,1,gfpga_pad_IO_A2F[1265],,,,
LEFT,8,0,2,gfpga_pad_IO_A2F[1266],,,,
LEFT,8,0,3,gfpga_pad_IO_A2F[1267],,,,
LEFT,8,0,4,gfpga_pad_IO_A2F[1268],,,,
LEFT,8,0,5,gfpga_pad_IO_A2F[1269],,,,
LEFT,8,0,6,gfpga_pad_IO_A2F[1270],,,,
LEFT,8,0,7,gfpga_pad_IO_A2F[1271],,,,
LEFT,8,0,8,gfpga_pad_IO_A2F[1272],,,,
LEFT,8,0,9,gfpga_pad_IO_A2F[1273],,,,
LEFT,8,0,10,gfpga_pad_IO_A2F[1274],,,,
LEFT,8,0,11,gfpga_pad_IO_A2F[1275],,,,
LEFT,8,0,12,gfpga_pad_IO_A2F[1276],,,,
LEFT,8,0,13,gfpga_pad_IO_A2F[1277],,,,
LEFT,8,0,14,gfpga_pad_IO_A2F[1278],,,,
LEFT,8,0,15,gfpga_pad_IO_A2F[1279],,,,
LEFT,9,0,0,gfpga_pad_IO_A2F[1280],,,,
LEFT,9,0,1,gfpga_pad_IO_A2F[1281],,,,
LEFT,9,0,2,gfpga_pad_IO_A2F[1282],,,,
LEFT,9,0,3,gfpga_pad_IO_A2F[1283],,,,
LEFT,9,0,4,gfpga_pad_IO_A2F[1284],,,,
LEFT,9,0,5,gfpga_pad_IO_A2F[1285],,,,
LEFT,9,0,6,gfpga_pad_IO_A2F[1286],,,,
LEFT,9,0,7,gfpga_pad_IO_A2F[1287],,,,
LEFT,9,0,8,gfpga_pad_IO_A2F[1288],,,,
LEFT,9,0,9,gfpga_pad_IO_A2F[1289],,,,
LEFT,9,0,10,gfpga_pad_IO_A2F[1290],,,,
LEFT,9,0,11,gfpga_pad_IO_A2F[1291],,,,
LEFT,9,0,12,gfpga_pad_IO_A2F[1292],,,,
LEFT,9,0,13,gfpga_pad_IO_A2F[1293],,,,
LEFT,9,0,14,gfpga_pad_IO_A2F[1294],,,,
LEFT,9,0,15,gfpga_pad_IO_A2F[1295],,,,
LEFT,10,0,0,gfpga_pad_IO_A2F[1296],,,,
LEFT,10,0,1,gfpga_pad_IO_A2F[1297],,,,
LEFT,10,0,2,gfpga_pad_IO_A2F[1298],,,,
LEFT,10,0,3,gfpga_pad_IO_A2F[1299],,,,
LEFT,10,0,4,gfpga_pad_IO_A2F[1300],,,,
LEFT,10,0,5,gfpga_pad_IO_A2F[1301],,,,
LEFT,10,0,6,gfpga_pad_IO_A2F[1302],,,,
LEFT,10,0,7,gfpga_pad_IO_A2F[1303],,,,
LEFT,10,0,8,gfpga_pad_IO_A2F[1304],,,,
LEFT,10,0,9,gfpga_pad_IO_A2F[1305],,,,
LEFT,10,0,10,gfpga_pad_IO_A2F[1306],,,,
LEFT,10,0,11,gfpga_pad_IO_A2F[1307],,,,
LEFT,10,0,12,gfpga_pad_IO_A2F[1308],,,,
LEFT,10,0,13,gfpga_pad_IO_A2F[1309],,,,
LEFT,10,0,14,gfpga_pad_IO_A2F[1310],,,,
LEFT,10,0,15,gfpga_pad_IO_A2F[1311],,,,
LEFT,11,0,0,gfpga_pad_IO_A2F[1312],,,,
LEFT,11,0,1,gfpga_pad_IO_A2F[1313],,,,
LEFT,11,0,2,gfpga_pad_IO_A2F[1314],,,,
LEFT,11,0,3,gfpga_pad_IO_A2F[1315],,,,
LEFT,11,0,4,gfpga_pad_IO_A2F[1316],,,,
LEFT,11,0,5,gfpga_pad_IO_A2F[1317],,,,
LEFT,11,0,6,gfpga_pad_IO_A2F[1318],,,,
LEFT,11,0,7,gfpga_pad_IO_A2F[1319],,,,
LEFT,11,0,8,gfpga_pad_IO_A2F[1320],,,,
LEFT,11,0,9,gfpga_pad_IO_A2F[1321],,,,
LEFT,11,0,10,gfpga_pad_IO_A2F[1322],,,,
LEFT,11,0,11,gfpga_pad_IO_A2F[1323],,,,
LEFT,11,0,12,gfpga_pad_IO_A2F[1324],,,,
LEFT,11,0,13,gfpga_pad_IO_A2F[1325],,,,
LEFT,11,0,14,gfpga_pad_IO_A2F[1326],,,,
LEFT,11,0,15,gfpga_pad_IO_A2F[1327],,,,
LEFT,12,0,0,gfpga_pad_IO_A2F[1328],,,,
LEFT,12,0,1,gfpga_pad_IO_A2F[1329],,,,
LEFT,12,0,2,gfpga_pad_IO_A2F[1330],,,,
LEFT,12,0,3,gfpga_pad_IO_A2F[1331],,,,
LEFT,12,0,4,gfpga_pad_IO_A2F[1332],,,,
LEFT,12,0,5,gfpga_pad_IO_A2F[1333],,,,
LEFT,12,0,6,gfpga_pad_IO_A2F[1334],,,,
LEFT,12,0,7,gfpga_pad_IO_A2F[1335],,,,
LEFT,12,0,8,gfpga_pad_IO_A2F[1336],,,,
LEFT,12,0,9,gfpga_pad_IO_A2F[1337],,,,
LEFT,12,0,10,gfpga_pad_IO_A2F[1338],,,,
LEFT,12,0,11,gfpga_pad_IO_A2F[1339],,,,
LEFT,12,0,12,gfpga_pad_IO_A2F[1340],,,,
LEFT,12,0,13,gfpga_pad_IO_A2F[1341],,,,
LEFT,12,0,14,gfpga_pad_IO_A2F[1342],,,,
LEFT,12,0,15,gfpga_pad_IO_A2F[1343],,,,
LEFT,13,0,0,gfpga_pad_IO_A2F[1344],,,,
LEFT,13,0,1,gfpga_pad_IO_A2F[1345],,,,
LEFT,13,0,2,gfpga_pad_IO_A2F[1346],,,,
LEFT,13,0,3,gfpga_pad_IO_A2F[1347],,,,
LEFT,13,0,4,gfpga_pad_IO_A2F[1348],,,,
LEFT,13,0,5,gfpga_pad_IO_A2F[1349],,,,
LEFT,13,0,6,gfpga_pad_IO_A2F[1350],,,,
LEFT,13,0,7,gfpga_pad_IO_A2F[1351],,,,
LEFT,13,0,8,gfpga_pad_IO_A2F[1352],,,,
LEFT,13,0,9,gfpga_pad_IO_A2F[1353],,,,
LEFT,13,0,10,gfpga_pad_IO_A2F[1354],,,,
LEFT,13,0,11,gfpga_pad_IO_A2F[1355],,,,
LEFT,13,0,12,gfpga_pad_IO_A2F[1356],,,,
LEFT,13,0,13,gfpga_pad_IO_A2F[1357],,,,
LEFT,13,0,14,gfpga_pad_IO_A2F[1358],,,,
LEFT,13,0,15,gfpga_pad_IO_A2F[1359],,,,
LEFT,14,0,0,gfpga_pad_IO_A2F[1360],,,,
LEFT,14,0,1,gfpga_pad_IO_A2F[1361],,,,
LEFT,14,0,2,gfpga_pad_IO_A2F[1362],,,,
LEFT,14,0,3,gfpga_pad_IO_A2F[1363],,,,
LEFT,14,0,4,gfpga_pad_IO_A2F[1364],,,,
LEFT,14,0,5,gfpga_pad_IO_A2F[1365],,,,
LEFT,14,0,6,gfpga_pad_IO_A2F[1366],,,,
LEFT,14,0,7,gfpga_pad_IO_A2F[1367],,,,
LEFT,14,0,8,gfpga_pad_IO_A2F[1368],,,,
LEFT,14,0,9,gfpga_pad_IO_A2F[1369],,,,
LEFT,14,0,10,gfpga_pad_IO_A2F[1370],,,,
LEFT,14,0,11,gfpga_pad_IO_A2F[1371],,,,
LEFT,14,0,12,gfpga_pad_IO_A2F[1372],,,,
LEFT,14,0,13,gfpga_pad_IO_A2F[1373],,,,
LEFT,14,0,14,gfpga_pad_IO_A2F[1374],,,,
LEFT,14,0,15,gfpga_pad_IO_A2F[1375],,,,
LEFT,15,0,0,gfpga_pad_IO_A2F[1376],,,,
LEFT,15,0,1,gfpga_pad_IO_A2F[1377],,,,
LEFT,15,0,2,gfpga_pad_IO_A2F[1378],,,,
LEFT,15,0,3,gfpga_pad_IO_A2F[1379],,,,
LEFT,15,0,4,gfpga_pad_IO_A2F[1380],,,,
LEFT,15,0,5,gfpga_pad_IO_A2F[1381],,,,
LEFT,15,0,6,gfpga_pad_IO_A2F[1382],,,,
LEFT,15,0,7,gfpga_pad_IO_A2F[1383],,,,
LEFT,15,0,8,gfpga_pad_IO_A2F[1384],,,,
LEFT,15,0,9,gfpga_pad_IO_A2F[1385],,,,
LEFT,15,0,10,gfpga_pad_IO_A2F[1386],,,,
LEFT,15,0,11,gfpga_pad_IO_A2F[1387],,,,
LEFT,15,0,12,gfpga_pad_IO_A2F[1388],,,,
LEFT,15,0,13,gfpga_pad_IO_A2F[1389],,,,
LEFT,15,0,14,gfpga_pad_IO_A2F[1390],,,,
LEFT,15,0,15,gfpga_pad_IO_A2F[1391],,,,
LEFT,16,0,0,gfpga_pad_IO_A2F[1392],,,,
LEFT,16,0,1,gfpga_pad_IO_A2F[1393],,,,
LEFT,16,0,2,gfpga_pad_IO_A2F[1394],,,,
LEFT,16,0,3,gfpga_pad_IO_A2F[1395],,,,
LEFT,16,0,4,gfpga_pad_IO_A2F[1396],,,,
LEFT,16,0,5,gfpga_pad_IO_A2F[1397],,,,
LEFT,16,0,6,gfpga_pad_IO_A2F[1398],,,,
LEFT,16,0,7,gfpga_pad_IO_A2F[1399],,,,
LEFT,16,0,8,gfpga_pad_IO_A2F[1400],,,,
LEFT,16,0,9,gfpga_pad_IO_A2F[1401],,,,
LEFT,16,0,10,gfpga_pad_IO_A2F[1402],,,,
LEFT,16,0,11,gfpga_pad_IO_A2F[1403],,,,
LEFT,16,0,12,gfpga_pad_IO_A2F[1404],,,,
LEFT,16,0,13,gfpga_pad_IO_A2F[1405],,,,
LEFT,16,0,14,gfpga_pad_IO_A2F[1406],,,,
LEFT,16,0,15,gfpga_pad_IO_A2F[1407],,,,
LEFT,17,0,0,gfpga_pad_IO_A2F[1408],,,,
LEFT,17,0,1,gfpga_pad_IO_A2F[1409],,,,
LEFT,17,0,2,gfpga_pad_IO_A2F[1410],,,,
LEFT,17,0,3,gfpga_pad_IO_A2F[1411],,,,
LEFT,17,0,4,gfpga_pad_IO_A2F[1412],,,,
LEFT,17,0,5,gfpga_pad_IO_A2F[1413],,,,
LEFT,17,0,6,gfpga_pad_IO_A2F[1414],,,,
LEFT,17,0,7,gfpga_pad_IO_A2F[1415],,,,
LEFT,17,0,8,gfpga_pad_IO_A2F[1416],,,,
LEFT,17,0,9,gfpga_pad_IO_A2F[1417],,,,
LEFT,17,0,10,gfpga_pad_IO_A2F[1418],,,,
LEFT,17,0,11,gfpga_pad_IO_A2F[1419],,,,
LEFT,17,0,12,gfpga_pad_IO_A2F[1420],,,,
LEFT,17,0,13,gfpga_pad_IO_A2F[1421],,,,
LEFT,17,0,14,gfpga_pad_IO_A2F[1422],,,,
LEFT,17,0,15,gfpga_pad_IO_A2F[1423],,,,
LEFT,18,0,0,gfpga_pad_IO_A2F[1424],,,,
LEFT,18,0,1,gfpga_pad_IO_A2F[1425],,,,
LEFT,18,0,2,gfpga_pad_IO_A2F[1426],,,,
LEFT,18,0,3,gfpga_pad_IO_A2F[1427],,,,
LEFT,18,0,4,gfpga_pad_IO_A2F[1428],,,,
LEFT,18,0,5,gfpga_pad_IO_A2F[1429],,,,
LEFT,18,0,6,gfpga_pad_IO_A2F[1430],,,,
LEFT,18,0,7,gfpga_pad_IO_A2F[1431],,,,
LEFT,18,0,8,gfpga_pad_IO_A2F[1432],,,,
LEFT,18,0,9,gfpga_pad_IO_A2F[1433],,,,
LEFT,18,0,10,gfpga_pad_IO_A2F[1434],,,,
LEFT,18,0,11,gfpga_pad_IO_A2F[1435],,,,
LEFT,18,0,12,gfpga_pad_IO_A2F[1436],,,,
LEFT,18,0,13,gfpga_pad_IO_A2F[1437],,,,
LEFT,18,0,14,gfpga_pad_IO_A2F[1438],,,,
LEFT,18,0,15,gfpga_pad_IO_A2F[1439],,,,
LEFT,19,0,0,gfpga_pad_IO_A2F[1440],,,,
LEFT,19,0,1,gfpga_pad_IO_A2F[1441],,,,
LEFT,19,0,2,gfpga_pad_IO_A2F[1442],,,,
LEFT,19,0,3,gfpga_pad_IO_A2F[1443],,,,
LEFT,19,0,4,gfpga_pad_IO_A2F[1444],,,,
LEFT,19,0,5,gfpga_pad_IO_A2F[1445],,,,
LEFT,19,0,6,gfpga_pad_IO_A2F[1446],,,,
LEFT,19,0,7,gfpga_pad_IO_A2F[1447],,,,
LEFT,19,0,8,gfpga_pad_IO_A2F[1448],,,,
LEFT,19,0,9,gfpga_pad_IO_A2F[1449],,,,
LEFT,19,0,10,gfpga_pad_IO_A2F[1450],,,,
LEFT,19,0,11,gfpga_pad_IO_A2F[1451],,,,
LEFT,19,0,12,gfpga_pad_IO_A2F[1452],,,,
LEFT,19,0,13,gfpga_pad_IO_A2F[1453],,,,
LEFT,19,0,14,gfpga_pad_IO_A2F[1454],,,,
LEFT,19,0,15,gfpga_pad_IO_A2F[1455],,,,
LEFT,20,0,0,gfpga_pad_IO_A2F[1456],,,,
LEFT,20,0,1,gfpga_pad_IO_A2F[1457],,,,
LEFT,20,0,2,gfpga_pad_IO_A2F[1458],,,,
LEFT,20,0,3,gfpga_pad_IO_A2F[1459],,,,
LEFT,20,0,4,gfpga_pad_IO_A2F[1460],,,,
LEFT,20,0,5,gfpga_pad_IO_A2F[1461],,,,
LEFT,20,0,6,gfpga_pad_IO_A2F[1462],,,,
LEFT,20,0,7,gfpga_pad_IO_A2F[1463],,,,
LEFT,20,0,8,gfpga_pad_IO_A2F[1464],,,,
LEFT,20,0,9,gfpga_pad_IO_A2F[1465],,,,
LEFT,20,0,10,gfpga_pad_IO_A2F[1466],,,,
LEFT,20,0,11,gfpga_pad_IO_A2F[1467],,,,
LEFT,20,0,12,gfpga_pad_IO_A2F[1468],,,,
LEFT,20,0,13,gfpga_pad_IO_A2F[1469],,,,
LEFT,20,0,14,gfpga_pad_IO_A2F[1470],,,,
LEFT,20,0,15,gfpga_pad_IO_A2F[1471],,,,
LEFT,21,0,0,gfpga_pad_IO_A2F[1472],,,,
LEFT,21,0,1,gfpga_pad_IO_A2F[1473],,,,
LEFT,21,0,2,gfpga_pad_IO_A2F[1474],,,,
LEFT,21,0,3,gfpga_pad_IO_A2F[1475],,,,
LEFT,21,0,4,gfpga_pad_IO_A2F[1476],,,,
LEFT,21,0,5,gfpga_pad_IO_A2F[1477],,,,
LEFT,21,0,6,gfpga_pad_IO_A2F[1478],,,,
LEFT,21,0,7,gfpga_pad_IO_A2F[1479],,,,
LEFT,21,0,8,gfpga_pad_IO_A2F[1480],,,,
LEFT,21,0,9,gfpga_pad_IO_A2F[1481],,,,
LEFT,21,0,10,gfpga_pad_IO_A2F[1482],,,,
LEFT,21,0,11,gfpga_pad_IO_A2F[1483],,,,
LEFT,21,0,12,gfpga_pad_IO_A2F[1484],,,,
LEFT,21,0,13,gfpga_pad_IO_A2F[1485],,,,
LEFT,21,0,14,gfpga_pad_IO_A2F[1486],,,,
LEFT,21,0,15,gfpga_pad_IO_A2F[1487],,,,
LEFT,22,0,0,gfpga_pad_IO_A2F[1488],,,,
LEFT,22,0,1,gfpga_pad_IO_A2F[1489],,,,
LEFT,22,0,2,gfpga_pad_IO_A2F[1490],,,,
LEFT,22,0,3,gfpga_pad_IO_A2F[1491],,,,
LEFT,22,0,4,gfpga_pad_IO_A2F[1492],,,,
LEFT,22,0,5,gfpga_pad_IO_A2F[1493],,,,
LEFT,22,0,6,gfpga_pad_IO_A2F[1494],,,,
LEFT,22,0,7,gfpga_pad_IO_A2F[1495],,,,
LEFT,22,0,8,gfpga_pad_IO_A2F[1496],,,,
LEFT,22,0,9,gfpga_pad_IO_A2F[1497],,,,
LEFT,22,0,10,gfpga_pad_IO_A2F[1498],,,,
LEFT,22,0,11,gfpga_pad_IO_A2F[1499],,,,
LEFT,22,0,12,gfpga_pad_IO_A2F[1500],,,,
LEFT,22,0,13,gfpga_pad_IO_A2F[1501],,,,
LEFT,22,0,14,gfpga_pad_IO_A2F[1502],,,,
LEFT,22,0,15,gfpga_pad_IO_A2F[1503],,,,
LEFT,23,0,0,gfpga_pad_IO_A2F[1504],,,,
LEFT,23,0,1,gfpga_pad_IO_A2F[1505],,,,
LEFT,23,0,2,gfpga_pad_IO_A2F[1506],,,,
LEFT,23,0,3,gfpga_pad_IO_A2F[1507],,,,
LEFT,23,0,4,gfpga_pad_IO_A2F[1508],,,,
LEFT,23,0,5,gfpga_pad_IO_A2F[1509],,,,
LEFT,23,0,6,gfpga_pad_IO_A2F[1510],,,,
LEFT,23,0,7,gfpga_pad_IO_A2F[1511],,,,
LEFT,23,0,8,gfpga_pad_IO_A2F[1512],,,,
LEFT,23,0,9,gfpga_pad_IO_A2F[1513],,,,
LEFT,23,0,10,gfpga_pad_IO_A2F[1514],,,,
LEFT,23,0,11,gfpga_pad_IO_A2F[1515],,,,
LEFT,23,0,12,gfpga_pad_IO_A2F[1516],,,,
LEFT,23,0,13,gfpga_pad_IO_A2F[1517],,,,
LEFT,23,0,14,gfpga_pad_IO_A2F[1518],,,,
LEFT,23,0,15,gfpga_pad_IO_A2F[1519],,,,
LEFT,24,0,0,gfpga_pad_IO_A2F[1520],,,,
LEFT,24,0,1,gfpga_pad_IO_A2F[1521],,,,
LEFT,24,0,2,gfpga_pad_IO_A2F[1522],,,,
LEFT,24,0,3,gfpga_pad_IO_A2F[1523],,,,
LEFT,24,0,4,gfpga_pad_IO_A2F[1524],,,,
LEFT,24,0,5,gfpga_pad_IO_A2F[1525],,,,
LEFT,24,0,6,gfpga_pad_IO_A2F[1526],,,,
LEFT,24,0,7,gfpga_pad_IO_A2F[1527],,,,
LEFT,24,0,8,gfpga_pad_IO_A2F[1528],,,,
LEFT,24,0,9,gfpga_pad_IO_A2F[1529],,,,
LEFT,24,0,10,gfpga_pad_IO_A2F[1530],,,,
LEFT,24,0,11,gfpga_pad_IO_A2F[1531],,,,
LEFT,24,0,12,gfpga_pad_IO_A2F[1532],,,,
LEFT,24,0,13,gfpga_pad_IO_A2F[1533],,,,
LEFT,24,0,14,gfpga_pad_IO_A2F[1534],,,,
LEFT,24,0,15,gfpga_pad_IO_A2F[1535],,,,
RIGHT,24,25,0,gfpga_pad_IO_A2F[384],,,,
RIGHT,24,25,1,gfpga_pad_IO_A2F[385],,,,
RIGHT,24,25,2,gfpga_pad_IO_A2F[386],,,,
RIGHT,24,25,3,gfpga_pad_IO_A2F[387],,,,
RIGHT,24,25,4,gfpga_pad_IO_A2F[388],,,,
